sp_id,sp_name,avg_savings,,,,
405462,Super Deal Motors,2592,,,,
392318,Alfa Romeo of Fort Worth,2590.673469,,,,
376864,Lowery's Auto Sales,2589,,,,
375154,Autorama Sales Inc,2588.8,,,,
371280,SD Motorwerks,2588.117647,,,,
335350,The Car Company,2588,,,,
292717,Porsche Norwell,2587.787879,,,,
437531,Avis Car Sales - Houston,2587.5,,,,
273715,Hylan Auto Sales and Service,2585.928571,,,,
55900,Eddie Gilstrap Motors Inc.,2582.928571,,,,
403820,Car Factory Outlet Hollywood,2579.635983,,,,
413866,SHIFT AUTOMOTIVE GROUP,2577,,,,
417419,Pine Auto Sales,2576,,,,
386655,Stewarts Auto Sales,2575.666667,,,,
50398,Morrie’s Golden Valley Cadillac,2574,,,,
373549,World Auto,2573.487805,,,,
285108,Desert European Motorcars,2573.348837,,,,
310014,Port Lavaca Dodge Chrysler Jeep,2567,,,,
64802,Nissan Van Nuys,2566,,,,
438614,Certified Performance Motors,2565.155556,,,,
64068,Mercedes Benz of New Orleans,2564.857143,,,,
308521,Hekhuis Motorsports,2564,,,,
379414,Lamborghini Paramus,2563.964286,,,,
51226,Barstow Motors Inc.,2559.714286,,,,
278104,H.M. Dodd Motor Company,2558.809524,,,,
368904,Mercedes Benz Of Caldwell,2557.714286,,,,
65405,Bob Bell Ford Hyundai,2554,,,,
66406,Porsche Redwood City,2553.833333,,,,
362072,American Truck Source,2552.684211,,,,
339924,Faine's Auto Sales,2552.365854,,,,
326891,Mastria Mazda,2552,,,,
342189,Clay Cooley Mitsubishi,2550,,,,
382122,Car Factory Outlet Miami,2547.824803,,,,
438147,Jetset Automotive,2547,,,,
414284,Bravos Auto World,2544,,,,
311993,Bob Martin Auto Sales,2543,,,,
294135,Keeler BMW,2543,,,,
311518,Elite Jeeps Inc.,2540.769231,,,,
312866,Executive Auto Sales,2540,,,,
378216,Price & Compare Cars,2538.555556,,,,
366411,National Livery Sales,2536.75,,,,
409640,Matrix Motors,2535.714286,,,,
353297,Gigante Auto Group LLC,2535,,,,
64528,Mercedes-Benz of Plano,2534,,,,
64074,Paducah Ford Lincoln Mazda,2532.5,,,,
383688,Champion Auto Sales 2,2528.56,,,,
392153,Uncle Mikes Autos,2528.176471,,,,
300806,Heller Ford,2528,,,,
397969,Little Apple Toyota Honda,2523,,,,
390601,Miller & Miller Nissan,2522.227273,,,,
411381,DNA Auto Brokers LLC ,2521,,,,
47456,Anderson Chevrolet,2520,,,,
284927,European Auto House,2519.073171,,,,
284677,XSell Motors,2514.115385,,,,
365628,Lynn Layton Cadillac,2514,,,,
370470,Turnersville Chrysler Jeep Dodge Ram,2514,,,,
308395,Platinum Motorcars,2512.36,,,,
434278,Impulse Cars LLC,2510,,,,
376229,Marathon Motors Inc,2506.176471,,,,
440734,Xpress auto motors,2505.333333,,,,
361976,Drake Auto Sales LLC.,2505,,,,
146051,Marketplace Chevrolet Buick,2504.5,,,,
343886,Perry Motors Toyota,2503,,,,
390889,Coastal Car Connection Inc,2500.285714,,,,
365393,Supreme Motors,2499,,,,
402993,Kelly's Cars,2496.857143,,,,
417190,Exotic Auto Group,2494.803922,,,,
388531,On the Circuit Cars & Trucks,2494,,,,
319369,Double TT Auto,2494,,,,
287296,North State Auto Sales,2492.236111,,,,
435030,5 Points West Motors,2489.888889,,,,
433648,GROUP WHOLESALE,2489.652174,,,,
60877,Pugi Downers Grove,2486,,,,
305551,Trust Motors LLC,2485,,,,
438233,House of Cars Arizona,2483.859649,,,,
338128,Holman Motorcars St. Louis,2483.806452,,,,
326237,Ranger Auto Sales,2483.4,,,,
291414,Findlay Lincoln,2482.666667,,,,
405295,Carvana,2480.444444,,,,
434411,GLORY AUTO,2480,,,,
333096,Fletcher Jones Motorcars of Fremont,2479.5,,,,
319518,Mangum Auto Sales,2478.818182,,,,
327986,Quality Engines Auto Sales,2478,,,,
349271,Motorgroup LLC,2477.088235,,,,
375488,City Motors Pueblo,2477,,,,
376363,East Dallas Diesel,2476.264706,,,,
373168,KKS Auto Sales,2476.102564,,,,
56626,Keith White Ford-Lincoln,2475,,,,
274716,Lancaster Nissan,2474.333333,,,,
280943,Monroe Dodge Chrysler Jeep Ram Superstore,2474,,,,
437032,Texas Car Deals,2473.071429,,,,
239741,Classic Chevrolet Sugar Land,2472,,,,
67371,Miller Motorcars,2469.220736,,,,
59409,Gillman Honda of San Benito,2468,,,,
299095,Best Deal Auto Sales - Fort Wayne,2468,,,,
336149,DriveTime Alta Mere,2467.313131,,,,
305432,Exclusive Automotive Group,2466.403509,,,,
434798,City Autoplex,2466,,,,
282631,Best Auto Outlet,2464.322034,,,,
318348,Lakeshore Auto Sales LLC,2462,,,,
341685,MasterCars Company Inc.,2461.666667,,,,
317755,Roadmaster Auto Sales,2461,,,,
61109,Washington Chrysler Center,2460.954545,,,,
336098,DriveTime Lewisville,2460.875,,,,
307474,Miami Auto Broker,2458.909091,,,,
405461,Black Label Auto Firm,2457.642857,,,,
365559,Keffer Mazda,2456,,,,
405741,TCM AUTO SALES LLC,2454.8,,,,
386874,Honest Auto Sales,2452.666667,,,,
277300,West Suburban Auto Sales Inc.,2452,,,,
437150,AC Auto Brokers,2452,,,,
278617,National Auto Plaza - Sandy,2451.689655,,,,
302858,Rocky Mountain Yeti Afton,2451.25,,,,
349910,Atoka Wholesale Motors,2450.653846,,,,
293319,Autoland Chrysler Jeep Dodge Ram,2450,,,,
268582,BMW of Brooklyn,2449.434783,,,,
400740,Bos Auto,2448.474576,,,,
414583,GASOLINE ALLEY AUTO BROKERS INC,2445,,,,
311604,Imports Unlimited of Naples,2438.939394,,,,
282435,21st Century Auto Group,2437.01107,,,,
438334,NY Luxury Motors,2434.020408,,,,
375329,Oroville Ford Inc.,2433.086957,,,,
103920,Porsche Delaware,2432.480519,,,,
403797,LUXGEAR MOTORS,2431,,,,
276525,Mathews Dodge Chrysler Jeep - Marion,2429,,,,
311341,H & O Auto Sales,2427.25,,,,
53245,Wheel Way,2425.785714,,,,
401091,Jax Auto Group,2423,,,,
379157,Select Auto OC,2421,,,,
330909,Wisdom Motors,2421,,,,
316815,Royers 322 Motors,2419,,,,
64381,Mercedes-Benz of North Olmsted,2418.666667,,,,
281538,Don's Automotive Group,2418.666667,,,,
55146,Galpin Ford,2418.114094,,,,
375045,Lending Group Auto,2418,,,,
353416,Roy's Auto Plaza,2417,,,,
307551,Land Rover Tampa,2416.2,,,,
274295,Mercedes Benz of Southampton,2415,,,,
370460,Volvo Cars of Mission Viejo,2415,,,,
275011,Criswell Chrysler Jeep Dodge RAM FIAT,2414,,,,
436334,Avis Car Sales - Victorville,2413.711656,,,,
389214,Minnesota Motorcars,2413.428571,,,,
345609,i LUXMOTORS,2412.84,,,,
371449,Net Car Showroom,2412.571429,,,,
283128,Classic Motors,2412.081081,,,,
340320,Auto and Parts Locator Co.,2411.5,,,,
407097,RT 130 Motors,2409,,,,
101248,Bob Penkhus Mazda at Powers,2408,,,,
290453,Global Imports BMW,2407,,,,
350686,Southeast Auto Showroom,2404.833333,,,,
390051,Auto Sale of K & Z,2402.235294,,,,
268084,European Auto Services llc,2401,,,,
53834,Cascade Auto Center,2398,,,,
408035,Motor Envy,2397,,,,
416128,NEW PBB AUTO,2395.823529,,,,
440735,Shelor Motor Mile,2393,,,,
349005,Mancuso Motorsports,2391.444444,,,,
275763,Peter Boulware Toyota,2390,,,,
406400,TXLUXURYAUTO.COM,2389.909091,,,,
325081,Moses Auto Group,2389,,,,
397651,Gravity Autos Roswell,2385,,,,
58415,Badger Ford Truck Center,2384.3125,,,,
48498,Al Piemonte Chevrolet of Dundee,2380.346939,,,,
334891,Texas Diesels,2379.869565,,,,
439284,Carsandpickups.com - Buda,2379.442623,,,,
332147,Delashmit Motors,2377.785714,,,,
333524,VA Quality Motors,2376.25,,,,
337988,McPhail's Auto Sales,2375,,,,
386758,Robbins Auto Sales,2374.9,,,,
311549,Brascar Auto Sales,2373.666667,,,,
312262,Montgomery Auto Plaza,2371.466667,,,,
294519,Porsche Pittsburgh,2369.938776,,,,
432927,Avis Car Sales - West Palm Beach,2369.378641,,,,
60585,O'Steen Volkswagen,2369,,,,
383318,Hayes Chrysler Jeep Dodge Ram Baldwin,2367,,,,
383922,Gaven Auto Group,2365.434343,,,,
285068,Ideal Motor Group,2364.173913,,,,
439931,PROCAR,2363,,,,
412091,Ragu's Rt. 66 Motors,2362.5,,,,
59864,Land Rover South Dade,2361.542169,,,,
414672,Parkway Auto Sales,2353,,,,
399885,Avis Car Sales - Oakland,2352,,,,
50706,F.C. Kerbeck & Sons,2349.084211,,,,
59876,Jerry Damson Acura,2348,,,,
284332,Greater Chicago Motors,2346.25,,,,
112751,Parks Lincoln of Tampa,2345.166667,,,,
304956,Imports Auto Group LLC,2345.076923,,,,
383763,Mr. Car City,2342.6,,,,
378254,6K & Under,2342,,,,
67457,Kia Atlanta South,2341,,,,
335096,Boardwalk Motor Cars,2340.930233,,,,
366374,Russ Darrow Mazda of Milwaukee,2333.333333,,,,
279543,Lithia Chrysler Jeep Dodge of Klamath Falls,2332,,,,
369221,Hertz Car Sales Bell Road,2331.5,,,,
349168,Toyota of Surprise,2331,,,,
392665,European Exotic Center,2329.818182,,,,
363017,Luxury Motors of Bay Area,2327.916667,,,,
417687,EA Motorgroup,2325.625,,,,
415965,EchoPark Automotive Houston,2325,,,,
400096,Jackson Nissan,2325,,,,
418466,WK Motors Inc.,2325,,,,
376140,Pollard Pre Owned,2320.5,,,,
183014,Baker Chrysler Jeep Dodge Ram,2319,,,,
311729,Greg Coats Cars and Trucks,2318.556604,,,,
340804,Select City Cars,2318,,,,
56794,Reinecke Motor Co.,2316,,,,
53244,Parsons of Eagle River Incorporated,2315.333333,,,,
410786,Ultimo Motors NorthShore,2314.337209,,,,
291810,Celebrity Cars Las Vegas,2314.151515,,,,
437685,Plattners Palm Auto Max,2313.840909,,,,
317717,Bird Road Auto Sales,2313.090909,,,,
369114,Prestige Auto of South Florida,2313,,,,
288626,Roman Chariot,2312.604167,,,,
303393,Chequered Flag International,2312.378378,,,,
327310,Bill Gatton of Johnson City,2311.666667,,,,
397986,Astorg Auto of Charleston,2310.333333,,,,
357963,Luxury Motor Club,2309.5,,,,
399420,Tri-State Off Road,2309.15,,,,
297893,Trucks Work and Play,2309.129032,,,,
47033,Herb Chambers Toyota of Auburn,2307.6,,,,
348711,Nachbar Automotive,2306.567568,,,,
393037,Alpha Motorsports II,2306,,,,
433738,Prestige Cars of Hollywood,2305.724138,,,,
297380,Braman BMW Jupiter,2304.655738,,,,
293220,Colonial Toyota,2304.271028,,,,
350177,Gary's Auto Sales,2302,,,,
334732,Eastside Subaru,2301,,,,
432451,Mankin Custom Motors,2300.666667,,,,
283361,World Auto,2300,,,,
328123,Brown Chevrolet Buick GMC of Eagle Pass,2299.25,,,,
438464,HTX Auto Group,2298.75,,,,
275108,Auto Buying Service,2298.460784,,,,
224440,Philips Motor Company Inc.,2298.25,,,,
286013,Southtown Motors,2297.923077,,,,
61943,Lithia Chrysler Jeep Dodge of Great Falls,2296,,,,
59390,Gillman Honda Houston Southwest,2295,,,,
283786,Dutro Ford Lincoln Nissan Inc.,2293,,,,
405280,Carvana,2291.72,,,,
51921,Knippelmier Chevrolet,2290,,,,
439300,Deluxe Auto Group Inc,2288,,,,
388725,Saii Enterprises LLC,2288,,,,
291246,Liberty Cars and Trucks,2286.818182,,,,
55426,Palm Coast Ford,2284.369565,,,,
378473,Leonard Truck & Trailer,2283.833333,,,,
367641,222 Newbury Motors,2282.428571,,,,
397901,Class Auto Trade Inc,2281,,,,
47573,Greiner Buick GMC,2280.75,,,,
368051,44 Auto Mart,2279.357143,,,,
434412,Luxury Line,2279,,,,
392667,Betten Baker South Haven,2279,,,,
438568,GLH Auto Group LLC,2277.142857,,,,
279381,Steves Chevrolet,2277,,,,
386212,Elite Auto Traders,2272.277778,,,,
366302,BMW Mini of Freeport,2271.666667,,,,
63813,Mercedes-Benz of El Dorado Hills,2271.506024,,,,
334628,Payless Car Sales,2271.428571,,,,
349384,Motorsports Unlimited,2271.227273,,,,
414607,EchoPark Automotive Charlotte,2271,,,,
369771,Mark Neader Automotive,2271,,,,
111815,Napleton's Palm Beach Acura,2270,,,,
311003,Ray Catena Imports,2269.571429,,,,
332678,Kar Nutts,2268.846154,,,,
415134,Scottsdale Motors LLC,2268.444444,,,,
406732,All American Auto Inc,2268,,,,
351191,Kandi Auto Sales,2266.333333,,,,
432571,ASM Cars,2264,,,,
307319,Mercedes-Benz of Columbus,2264,,,,
366951,Regal Chevrolet,2264,,,,
415297,Augusta Mitsubishi,2264,,,,
326291,All in One Auto Group,2263.666667,,,,
369236,The Car Consultants,2263.333333,,,,
275931,Ferrari Maserati of Palm Beach,2262.870968,,,,
440460,Lawrence Motorsport,2262.52027,,,,
381181,California Auto Trading,2262,,,,
326467,Ziepke Motors,2260.75,,,,
431524,Avis Car Sales - Colton,2260.357143,,,,
341112,Northside Alfa Romeo-FIAT,2260,,,,
310341,Arizona Classics,2259.75,,,,
410369,Sterling CDJR Buick GMC West,2259.428571,,,,
291205,Premium Finance,2258.677419,,,,
434878,Roman Motor Sales,2258.5,,,,
54933,Toyota of Fort Worth,2256,,,,
123922,Land Rover Lake Bluff,2255.452381,,,,
392002,M&M Motors,2253.833333,,,,
351579,Miers Motorsports,2253.75,,,,
416152,AH Ride in Pride Auto,2253.666667,,,,
284884,Auto Junction Benz & Beemers,2252.753846,,,,
376366,Southeast Automotive,2251,,,,
335125,All American Motors,2251,,,,
54188,Middletown Toyota,2251,,,,
413874,Turck's Garage,2248.5,,,,
232136,Lewisville Autoplex,2248.194969,,,,
298135,Kirk Toyota,2248,,,,
110660,Al Hendrickson Toyota,2248,,,,
407697,Wholesale Enterprises,2246.533333,,,,
307639,Gene Gorman's Auto Sales,2246,,,,
333231,Wray DeHart Auto Sales,2246,,,,
285114,Metro Auto Loan,2245.268657,,,,
284947,Platinum Auto Haus,2244.891892,,,,
369350,BMW of Meridian,2243.392857,,,,
437882,Parkwood Auto Mall,2242.786667,,,,
342986,Autoleader,2242.5,,,,
431238,Autos Direct Plus,2242,,,,
284224,Prestige Imports,2241.333333,,,,
55345,Spradley Barr Ford Lincoln of Greeley,2241,,,,
368057,Ozark Motorsports,2241,,,,
318270,R21 Motorsports,2240.483871,,,,
437657,Pioneers Auto Broker LLC,2240.333333,,,,
397726,Dependable Auto Sales,2240,,,,
405713,World Star Auto Sales Inc.,2239.9375,,,,
374259,A&M Enterprises LLC,2239,,,,
277519,Rod Baker Ford,2239,,,,
380223,Velocity Motors,2238,,,,
436421,Moontown Motors,2235.25,,,,
410926,911Motorwerks,2234.75,,,,
281902,Auto Holding,2233.772321,,,,
283608,Volkswagen of New Port Richey,2233,,,,
300483,Sunrise Chevrolet,2232.666667,,,,
413307,Arrigo Dodge Chrysler Jeep Ram Margate,2232,,,,
310899,West Coast Auto Works,2231.333333,,,,
50626,High Plains Motors Inc.,2228.727273,,,,
405330,Gray Point Automotive,2227.733333,,,,
430351,Rumble Auto Holdings,2227.333333,,,,
414151,CV Wholesale,2224.823529,,,,
310115,Hayes Motor Co,2224.567742,,,,
439988,NWA Auto Sales,2224.555556,,,,
56382,Skalnek Ford Inc,2224,,,,
231371,Carsandpickups.com,2223.08871,,,,
280951,Terry Halbert Auto Sales,2221.666667,,,,
433472,FORCE Customs,2221.153846,,,,
333853,Certified Import Auto Sales,2220.8,,,,
346077,Integrity Automotive LLC,2220.0625,,,,
306298,LK Fine autos,2220,,,,
312949,Leavitt Brothers Auto Discount,2220,,,,
55228,Santa Maria Ford Lincoln,2220,,,,
408782,Midwest Highline,2218.5625,,,,
53597,Price Chevrolet,2218,,,,
370444,Bob Steele Used Cars Trucks & SUV's Merritt Island,2216,,,,
277709,Mercedes-Benz of Kansas City,2215.645161,,,,
407946,Lamborghini Austin,2215.5,,,,
50947,Galles Chevrolet Company,2214,,,,
325480,Reliance Chevrolet Buick GMC,2213.880503,,,,
393037,Alpha Motorsports II,2213.692308,,,,
361921,Unlimited Auto Group,2213,,,,
379658,Exotic Car Trader,2213,,,,
343793,Travers GMT Auto Sales West,2213,,,,
399154,NTX Auto Exchange,2212.727273,,,,
409425,Elite Motor Group,2212.043478,,,,
276417,CarMax Louisville - No offering Curbside Pickup,2211,,,,
311569,Marino Performance Motors,2210.676471,,,,
276510,Bexley Motorcar Co.,2210,,,,
277755,Henry Martens Chevrolet Buick GMC,2210,,,,
303239,Sisbarro Truck Store,2209.928571,,,,
305872,Perry's Auto Sales & Service Inc.,2209.5,,,,
307562,Hi Line Imports,2208.90625,,,,
335028,Charlie's Chevrolet,2208.5,,,,
275041,BMW of Owings Mills,2205.571429,,,,
349703,Private All Star Cars,2205.55,,,,
283308,Felix Sabates Ford Lincoln,2205,,,,
374183,Loyal Signature Motors Inc,2202.5,,,,
417670,Smart Auto Leasing,2200.043478,,,,
332917,Corbett Motors Inc,2200,,,,
374641,Jim Mcpherson Auto Sales,2199.8,,,,
349020,Eagle Automotive LLC of Huntsville,2199.695652,,,,
281728,Euro Motors Service and Sales,2199,,,,
434273,Trtex Auto Group LLC,2198.666667,,,,
369480,IntelliCar,2198.433333,,,,
392726,Advantage Motorsports USA,2198,,,,
368335,Awesome Ford,2197,,,,
413769,Texas Truck Barn LLC,2194,,,,
407735,House of Kars,2193.625,,,,
274337,Performance Motorcars,2193.075949,,,,
279641,Larson Chrysler Jeep Dodge of Puyallup,2192,,,,
402663,Vails Automotive,2192,,,,
333554,Wasatch Auto Exchange,2191.857143,,,,
387397,Scotty's Auto Sales Inc.,2189,,,,
281058,TLC Motors,2189,,,,
407091,Pre Owned Only.com,2188.928571,,,,
315605,Shine On Auto Sales,2188.6,,,,
413790,J&S Auto LLC,2188.038462,,,,
273668,Dalzell Brothers,2187,,,,
61892,Woody's Automotive Group - Chillicothe,2186,,,,
350893,Euro Star Auto Sales,2185.75,,,,
413674,Down East Auto LLC,2185.133333,,,,
415126,Central Texas Auto Group,2184,,,,
283154,Heritage Toyota Catonsville,2183,,,,
386258,Palm Beach Auto Wholesale,2182.05,,,,
316015,Island Auto Sales,2182,,,,
367691,Becks Auto Group,2182,,,,
368503,Sacramento Luxury Motors,2181,,,,
439573,Hometown Truck & Auto,2180.214286,,,,
61307,Tim Short Chrysler Dodge Jeep,2178.5,,,,
397780,Auto Boutique - Jacksonville,2178.037406,,,,
431850,Car Buyers Advocate,2176,,,,
287686,Shamrock Group LLC,2175.76,,,,
377621,Wright's Auto Sales,2175.4,,,,
